CLASS,REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN
CEMENT,206.0,105.0,9,0.0,0.0,0.27777734,0.06296308,0.61111134,0.15185204,50.185184,45.666668,60.88889,44.0,-13.555554999999998,32.11111,-18.555555,60.88889,0.27710575,-1.9919642
WINDOW,248.0,153.0,9,0.0,0.0,0.27777779999999996,0.06296296400000001,0.11111113,0.029629637,0.37037036,0.0,1.1111111999999999,0.0,-1.1111111999999999,2.2222223,-1.1111111999999999,1.1111111999999999,0.8888889000000001,-2.0943952
SKY,97.0,21.0,9,0.0,0.0,0.9444440000000001,0.6116148,1.3333321000000002,0.8692264999999999,126.81481000000001,115.0,142.88889,122.55556000000001,-35.444443,48.22222,-12.777778,142.88889,0.19512747,-2.3778136
FOLIAGE,133.0,102.0,9,0.0,0.11111111,22.055555,374.5964,29.888887,488.02975,44.037037,37.444443,52.66666800000001,42.0,-19.777779000000002,25.88889,-6.111111,52.66666800000001,0.39789159999999996,-2.4168172
WINDOW,174.0,115.0,9,0.0,0.0,2.444444,3.407407,3.6666663,12.266669,29.481482,23.11111,40.11111,25.222220999999998,-19.11111,31.888890000000004,-12.777778,40.11111,0.42149335,-2.2186553
BRICKFACE,13.0,149.0,9,0.0,0.0,0.8888889000000001,0.7851851,0.99999994,1.2444444,5.5185184000000005,4.111111,8.777778,3.6666667,-4.222222299999999,9.777778,-5.5555553,8.777778,0.5881634,-2.0091076
BRICKFACE,35.0,132.0,9,0.0,0.0,0.49999985,0.07777789,0.22222216,0.16296294,5.3703704000000005,7.111111,6.111111,2.8888887999999997,5.222222299999999,2.2222223,-7.4444447,7.111111,0.59325397,-0.8083832
BRICKFACE,66.0,101.0,9,0.11111111,0.0,0.7222225999999999,0.32962933,2.2222223,0.6518524,19.037036999999998,19.666667999999998,23.555555,13.888889,1.8888888,13.555554999999998,-15.444445000000002,23.555555,0.41026655,-1.4575915000000002
CEMENT,163.0,151.0,9,0.0,0.0,3.833333,11.055564,1.5555557,2.2518542,30.481482,23.11111,42.77778,25.555555,-22.11111,36.88889,-14.777778,42.77778,0.45744765,-2.2196255000000003
FOLIAGE,52.0,102.0,9,0.0,0.0,0.72222227,0.50740725,0.8333333,0.5666668,2.8888887999999997,0.6666667,6.3333335,1.6666666,-6.666666499999999,10.333333,-3.6666667,6.3333335,0.89973545,-2.2617195
PATH,42.0,201.0,9,0.0,0.0,2.1111107000000002,2.0184336,4.333332,4.7234635,59.33333199999999,52.55555699999999,74.0,51.444443,-20.333334,44.0,-23.666666,74.0,0.30660859999999995,-2.042514
WINDOW,121.0,134.0,9,0.0,0.0,0.22222228,0.029629644,0.8333333,0.07777786,1.6666666,0.6666667,4.0,0.33333334,-3.0,7.0,-4.0,4.0,0.93703705,-2.0131435
PATH,226.0,176.0,9,0.0,0.0,3.0555546000000002,3.2756119,2.3888892999999998,2.870668,56.925926000000004,50.444443,71.44444,48.88889,-19.444445,43.555557,-24.11111,71.44444,0.3158616,-2.0217843
SKY,18.0,13.0,9,0.0,0.0,0.88889056,0.20740725,1.1111145,0.16296056,140.25926,134.33334,149.11111,137.33334,-17.777779000000002,26.555555,-8.777778,149.11111,0.099060155,-2.292384
PATH,198.0,183.0,9,0.0,0.0,1.0555546999999998,1.1816497,3.3888881,1.5974506000000002,54.037037,48.88889,66.55556,46.666668,-15.444445000000002,37.555557,-22.11111,66.55556,0.2986217,-1.9749589
BRICKFACE,104.0,124.0,9,0.0,0.0,0.6111111,0.15185174,0.6666665,0.31111106,6.185185,7.666666499999999,7.333333500000001,3.5555556000000004,4.4444447,3.4444443999999996,-7.888889,7.888889,0.5500441,-0.9578401
FOLIAGE,217.0,73.0,9,0.0,0.0,0.88888884,0.78518516,1.7222223,0.86296207,4.851852,1.7777778000000002,9.666667,3.1111112000000003,-9.222222,14.444445000000002,-5.222222299999999,9.666667,0.82250714,-2.268176
WINDOW,161.0,138.0,9,0.0,0.0,0.22222221,0.17213258,0.22222222,0.2721655,1.2222222,0.44444445,3.2222223,0.0,-2.3333333,6.0,-3.6666667,3.2222223,1.0,-1.9491665
BRICKFACE,151.0,147.0,9,0.0,0.0,0.44444457,0.42962979999999995,0.72222215,0.10740744,6.037037000000001,5.6666665,9.222222,3.2222223,-1.1111111999999999,9.555555,-8.444445,9.555555,0.6522477,-1.5083701999999999
CEMENT,97.0,46.0,9,0.0,0.0,1.6666672999999999,1.6193271,2.2222207000000003,1.4089662,62.33333199999999,53.22221999999999,79.111115,54.66666800000001,-27.333334000000004,50.333332,-23.0,79.111115,0.32671866,-2.1523037
SKY,238.0,59.0,9,0.0,0.0,0.8333345999999999,0.45946616,1.0555558999999999,0.68041223,121.703705,109.22222,139.0,116.88888500000002,-37.444443,51.88889,-14.444445000000002,139.0,0.21420376,-2.3642159
GRASS,72.0,235.0,9,0.11111111,0.0,2.8333328,1.7480147000000001,5.277778,3.1369952999999997,15.074074,12.0,15.0,18.222220999999998,-9.222222,-0.22222222,9.444445,18.222220999999998,0.34748083,2.5860178
WINDOW,216.0,151.0,9,0.0,0.0,0.16666667,0.27888670000000004,0.11111113,0.17213261,0.11111111,0.0,0.33333334,0.0,-0.33333334,0.6666667,-0.33333334,0.33333334,0.22222222,-2.0943952
CEMENT,243.0,120.0,9,0.0,0.0,4.4444447,4.359749,1.5555546999999998,1.8338386999999998,47.851852,44.77778,56.33333199999999,42.444443,-9.222222,25.444445,-16.222220999999998,56.33333199999999,0.24532129999999996,-1.9107348999999998
PATH,118.0,182.0,9,0.11111111,0.0,1.7777779999999999,1.2938610000000001,2.500002,1.42595,45.0,41.666668,54.33333199999999,39.0,-10.0,28.0,-18.0,54.33333199999999,0.28187475,-1.9106771
SKY,206.0,57.0,9,0.0,0.0,1.0555573,0.19629708,0.8888893,0.34074333,122.33333600000002,111.33333600000002,139.0,116.66666399999998,-33.0,50.0,-17.0,139.0,0.19892381,-2.2971735
PATH,133.0,182.0,9,0.0,0.0,2.5000012000000003,5.4555516,8.666666000000001,71.24446999999999,29.777779,27.222221,35.444447,26.666665999999996,-7.666666499999999,17.0,-9.333333,35.88889,0.25607783,-2.2177355
WINDOW,94.0,135.0,9,0.0,0.0,2.277778,1.2629622999999999,0.5555555,0.38518512,2.1851852000000003,0.7777778000000001,4.888889,0.8888889000000001,-4.222222299999999,8.111111,-3.8888887999999997,4.888889,0.88800704,-2.1109742999999996
SKY,97.0,63.0,9,0.0,0.0,0.7222214,0.44305209999999995,0.33333206,0.21081766,108.92593000000001,96.22222,126.11111499999998,104.44444,-38.11111,51.555557,-13.444445000000002,126.11111499999998,0.23688999,-2.3824377
FOLIAGE,17.0,85.0,9,0.11111111,0.0,0.8888889000000001,0.72008216,1.111111,0.7200825,1.7777778000000002,0.44444445,3.4444443999999996,1.4444443999999999,-4.0,5.0,-1.0,3.4444443999999996,0.912963,-2.3776238
PATH,229.0,195.0,9,0.0,0.0,4.166666,2.2779152000000003,4.111111,2.2476342000000002,47.703705,42.444443,58.88889,41.77778,-15.777778,33.555557,-17.777779000000002,58.88889,0.29027814,-2.0527046
GRASS,130.0,189.0,9,0.0,0.0,0.8888889999999999,0.34074098,1.1666669,0.92222214,12.0,9.444445,10.111111,16.444445,-7.666666499999999,-5.6666665,13.333332999999998,16.444445,0.43944263,2.194143
PATH,137.0,190.0,9,0.0,0.0,2.055556,0.7428677,2.277778,1.4050181000000002,60.44444300000001,53.44444300000001,75.55556,52.333332,-21.0,45.333332,-24.333334,75.55556,0.30879894,-2.0436168
GRASS,91.0,247.0,9,0.0,0.0,2.6666665000000003,1.2472191000000001,2.222222,1.4246507,12.62963,9.555555,12.444445,15.888889,-9.222222,-0.5555555999999999,9.777778,15.888889,0.40183320000000006,2.55309
WINDOW,161.0,147.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRASS,234.0,177.0,9,0.0,0.0,1.111111,0.47407330000000003,0.88888884,0.5629634,16.25926,12.555555,15.444445000000002,20.777779000000002,-11.111111,-2.4444444,13.555554999999998,20.777779000000002,0.3963988,2.4621183999999996
SKY,62.0,26.0,9,0.0,0.0,0.7777774000000001,0.27216512,0.44444403,0.40368605,112.22222,98.333336,130.88889,107.44443999999999,-41.666668,56.0,-14.333332999999998,130.88889,0.24869815,-2.38614
FOLIAGE,5.0,118.0,9,0.0,0.0,0.22222222,0.07407408,0.33333334,0.08888889999999999,0.9259259,0.0,2.5555556,0.22222222,-2.7777777,4.888889,-2.1111112000000003,2.5555556,1.0,-2.1712801
FOLIAGE,225.0,91.0,9,0.0,0.0,0.6666667,0.35555570000000003,0.6666667,0.31111112,3.6666667,1.1111111999999999,8.0,1.8888888,-7.666666499999999,13.0,-5.3333335,8.0,0.86781305,-2.2177355
FOLIAGE,36.0,145.0,9,0.0,0.0,0.27777779999999996,0.19629629,1.2777778,2.0629628,0.8518519,0.33333334,1.4444443999999999,0.7777778000000001,-1.5555556000000001,1.7777778000000002,-0.22222222,1.4444443999999999,0.25185186,-2.5309502999999998
CEMENT,51.0,111.0,9,0.0,0.0,16.222223,16.443394,0.44444498,0.34426522,34.11111,30.333334000000004,42.22222,29.777779,-11.333333,24.333334,-13.0,42.22222,0.29035455,-2.0057423
GRASS,238.0,180.0,9,0.11111111,0.0,0.55555564,0.34074086,1.7222221999999998,1.6629628,13.592592000000002,11.111111,11.888889,17.777779000000002,-7.4444447,-5.111111,12.555555,17.777779000000002,0.3762527,2.2128982999999995
CEMENT,105.0,111.0,9,0.0,0.0,0.38888870000000003,0.38968194,1.0555558999999999,0.44305268,60.185184,53.22221999999999,74.888885,52.44444300000001,-20.88889,44.11111,-23.222220999999998,74.888885,0.29966387,-2.0580003000000002
BRICKFACE,11.0,108.0,9,0.0,0.0,1.3333335,0.80000025,1.3888888000000001,0.95185167,17.666666,19.0,21.11111,12.888889,4.0,10.333333,-14.333332999999998,21.11111,0.38875645,-1.3021333000000002
CEMENT,75.0,90.0,9,0.11111111,0.0,4.1666675,3.0018506,2.8333333,2.7708795,48.22222,41.22222,61.44444300000001,42.0,-21.0,39.666668,-18.666666,61.44444300000001,0.32763156,-2.1318613999999996
WINDOW,86.0,155.0,9,0.0,0.0,4.277778,10.551853,5.3888893,60.240738,8.740741,6.666666499999999,12.888889,6.666666499999999,-6.222222299999999,12.444445,-6.222222299999999,12.888889,0.39238540000000005,-2.079296
PATH,165.0,186.0,9,0.0,0.0,2.5555546000000002,1.5729187,2.0,1.1737879999999998,49.51852,45.11111,61.11111,42.333335999999996,-13.222222,34.77778,-21.555555,61.11111,0.3072572,-1.9408131000000002
PATH,225.0,181.0,9,0.0,0.0,1.1666666,0.86281204,1.8333327000000001,1.3291601999999998,55.33333199999999,49.0,68.77778,48.22222,-19.0,40.333332,-21.333334,68.77778,0.30000642,-2.0531886000000004
WINDOW,161.0,135.0,9,0.0,0.0,0.055555562999999995,0.13608278,0.11111113,0.17213261,1.2592591999999998,0.7777778000000001,3.0,0.0,-1.4444443999999999,5.222222299999999,-3.7777777,3.0,1.0,-1.8222142
WINDOW,112.0,120.0,9,0.11111111,0.0,1.3333334,1.0327947,2.222222,1.7083671000000002,21.555555,17.555555,28.666665999999996,18.444445,-12.0,21.333334,-9.333333,28.666665999999996,0.38675025,-2.1774175
PATH,214.0,194.0,9,0.0,0.0,1.222222,1.0255985,3.2222226000000003,1.6953098999999998,45.074073999999996,40.22222,55.44444300000001,39.555557,-14.555554999999998,31.111109999999996,-16.555555,55.44444300000001,0.29197225,-2.0469983
BRICKFACE,79.0,57.0,9,0.0,0.0,1.7222223,1.6185173000000002,1.9444447,1.9740733,26.814815999999997,24.0,36.22222,20.222220999999998,-8.444445,28.222221,-19.777779000000002,36.22222,0.44050935,-1.8376744999999999
CEMENT,252.0,82.0,9,0.0,0.0,1.0555546999999998,0.41851985,0.77777797,0.47407353,38.88889,34.555557,48.444443,33.666668,-13.0,28.666665999999996,-15.666667000000002,48.444443,0.30387620000000004,-2.028043
WINDOW,104.0,137.0,9,0.0,0.0,0.27777779999999996,0.15185179999999998,0.27777779999999996,0.15185179999999998,3.7037036,2.1111112000000003,7.111111,1.8888888,-4.777777700000001,10.222222,-5.4444447,7.111111,0.7319224,-2.0584507
SKY,56.0,32.0,9,0.0,0.0,0.9444453000000002,0.41851896,0.83333206,0.6555584,112.03703999999999,99.22222,132.55556,104.333336,-38.444443,61.55555699999999,-23.11111,132.55556,0.25142038,-2.2556741000000002
SKY,205.0,47.0,9,0.0,0.0,1.2222226999999999,0.6074092,1.5555573,0.8296281999999999,123.85185,114.11111499999998,139.77778999999998,117.66666399999998,-29.222221,47.77778,-18.555555,139.77778999999998,0.18354028,-2.2398903
PATH,27.0,189.0,9,0.0,0.0,0.9999996999999999,0.31111082,2.6111114,2.5074077,32.77778,29.0,40.666668,28.666665999999996,-11.333333,23.666666,-12.333333,40.666668,0.29784104,-2.0642734000000003
WINDOW,54.0,142.0,9,0.0,0.0,0.7222223000000001,0.82775915,2.0,2.1081847999999996,1.8148148000000002,0.8888889000000001,3.6666667,0.8888889000000001,-2.7777777,5.5555553,-2.7777777,3.6666667,0.76944447,-2.0943952
CEMENT,57.0,42.0,9,0.0,0.0,2.333334,0.8692255999999999,0.99999875,0.69920623,37.444443,32.77778,47.77778,31.777779,-14.0,31.0,-17.0,47.77778,0.3346618,-2.0295520000000002
GRASS,112.0,201.0,9,0.0,0.0,2.833333,1.2952907,3.111111,1.7847089,21.296297,16.666667999999998,20.333334,26.888890000000004,-13.888889,-2.8888887999999997,16.777779000000002,26.888890000000004,0.3819119,2.4679377000000002
WINDOW,189.0,107.0,9,0.0,0.0,2.6666667,0.69920635,0.8333333,0.7226496,27.777779,23.444445,35.11111,24.777779000000002,-13.0,22.0,-9.0,35.11111,0.33240729999999996,-2.2014953999999998
FOLIAGE,27.0,112.0,9,0.0,0.0,0.22222222,0.34426522,0.11111113,0.27216557,0.14814815,0.0,0.44444445,0.0,-0.44444445,0.8888889000000001,-0.44444445,0.44444445,0.22222222,-2.0943952
GRASS,199.0,220.0,9,0.0,0.0,1.1666667,0.83333284,0.88888884,0.47407386,6.6296296,5.3333335,5.0,9.555555,-3.8888887999999997,-4.888889,8.777778,9.555555,0.5039001000000001,2.0308669
BRICKFACE,31.0,62.0,9,0.0,0.0,1.8333336,0.83333385,1.8333334,0.9666677,21.185184,20.555555,27.222221,15.777778,-1.8888888,18.11111,-16.222220999999998,27.222221,0.4194691,-1.6501234
PATH,217.0,195.0,9,0.0,0.0,4.2222233000000005,3.2840809999999996,2.3888892999999998,2.102027,45.074073999999996,39.666668,55.55555699999999,40.0,-16.222220999999998,31.444445,-15.222222,55.55555699999999,0.2929567,-2.1185718
GRASS,97.0,186.0,9,0.0,0.0,1.1666671,0.6912147,1.1666671,1.0055404000000001,15.592592000000002,13.888889,11.777778,21.11111,-5.111111,-11.444445,16.555555,21.11111,0.44266057,1.8636538
SKY,60.0,52.0,9,0.0,0.0,0.7222225999999999,0.5963010999999999,0.7777774000000001,0.7407436,111.62963,101.0,129.22223,104.666664,-31.888890000000004,52.77778000000001,-20.88889,129.22223,0.21837935,-2.2296848
WINDOW,206.0,61.0,9,0.0,0.0,0.5555555,0.40368673,0.4999999,0.45946813,7.0740743,4.6666669999999995,12.222222,4.3333335,-7.222222299999999,15.444445000000002,-8.222222,12.222222,0.64589113,-2.0487173
FOLIAGE,26.0,137.0,9,0.0,0.0,0.055555562999999995,0.018518523999999998,0.11111113,0.029629637,0.25925925,0.0,0.7777778000000001,0.0,-0.7777778000000001,1.5555556000000001,-0.7777778000000001,0.7777778000000001,0.7777778000000001,-2.0943952
SKY,174.0,59.0,9,0.0,0.0,0.8333345999999999,0.34960264,1.3333334,0.8165003000000001,122.03703999999999,110.55556000000001,138.77778999999998,116.77778,-34.444443,50.22222,-15.777778,138.77778999999998,0.20332612,-2.323173
SKY,66.0,41.0,9,0.0,0.0,0.61111194,0.32773077,0.38889185,0.32773316,109.703705,95.111115,128.88889,105.11111499999998,-43.77778,57.55555699999999,-13.777778,128.88889,0.26204562,-2.404745
CEMENT,169.0,131.0,9,0.0,0.0,2.3888886,1.8668653999999998,9.222222,2.1152062000000003,35.703705,30.666665999999996,45.77778,30.666665999999996,-15.111111,30.222221,-15.111111,45.77778,0.33861881,-2.0891855
PATH,20.0,189.0,9,0.0,0.0,1.7222229,1.7518526,2.666667,3.822227,34.11111,30.111109999999996,42.77778,29.444445,-12.0,26.0,-14.0,42.77778,0.30988368,-2.0442774
BRICKFACE,98.0,119.0,9,0.22222222,0.0,1.4444447,0.51851857,2.5555556,5.585183,21.592592,21.333334,27.333334000000004,16.11111,-0.7777778000000001,17.222220999999998,-16.444445,27.333334000000004,0.40821064,-1.5789601
GRASS,191.0,165.0,9,0.0,0.0,0.33333334,0.17777783,2.4444442000000004,1.140741,14.296296,12.0,14.111111,16.777779000000002,-6.888889,-0.5555555999999999,7.4444447,17.555555,0.31812865,2.5935428
SKY,84.0,65.0,9,0.0,0.0,0.7222214,0.37407157,2.0,0.7111089,125.66666399999998,115.33333600000002,141.66666999999998,120.0,-31.0,48.0,-17.0,141.66666999999998,0.18565786,-2.2737436
BRICKFACE,138.0,133.0,9,0.0,0.0,0.6666667,0.44444433,1.1666666,0.21111093,6.4444447,7.777777700000001,7.888889,3.6666667,4.0,4.3333335,-8.333333,8.222222,0.5582011,-1.0776595
BRICKFACE,55.0,128.0,9,0.0,0.0,0.3333334,0.044444483,0.38888893,0.15185179999999998,5.037037000000001,6.888889,5.4444447,2.7777777,5.5555553,1.2222222,-6.777777700000001,6.888889,0.59391534,-0.6886007
SKY,204.0,12.0,9,0.0,0.0,0.7777774000000001,0.51851887,1.7777786,0.78518295,127.44443999999999,115.55556000000001,143.11111,123.66666399999998,-35.666668,47.0,-11.333333,143.11111,0.19251962,-2.4029171000000003
BRICKFACE,219.0,134.0,9,0.0,0.0,0.27777788,0.10740747,0.6666667,0.4444444,4.740741000000001,6.4444447,5.222222299999999,2.5555556,5.111111,1.4444443999999999,-6.5555553,6.4444447,0.6037037,-0.7304648
CEMENT,147.0,87.0,9,0.0,0.0,6.833333500000001,6.6189947,1.5555567,1.6953089,43.333332,37.88889,54.88889,37.22222,-16.333334,34.666668,-18.333334,54.88889,0.319706,-2.0503880000000003
WINDOW,177.0,33.0,9,0.0,0.0,1.6666666,1.577621,4.3333335,2.9739609000000002,8.740741,6.4444447,13.111111,6.666666499999999,-6.888889,13.111111,-6.222222299999999,13.111111,0.547103,-2.0561194
WINDOW,183.0,91.0,9,0.0,0.0,2.666667,0.8944271999999999,0.49999985,0.54772246,14.444445000000002,11.0,21.0,11.333333,-10.333333,19.666666,-9.333333,21.0,0.47678283,-2.1284647
FOLIAGE,221.0,111.0,9,0.0,0.0,0.6111111,0.24074069,0.38888887,0.24074073,1.3333334,0.0,4.0,0.0,-4.0,8.0,-4.0,4.0,1.0,-2.0943952
PATH,205.0,190.0,9,0.0,0.0,1.2777773000000001,0.9981452,1.6111107,1.1238158,49.48148,44.77778,60.66666800000001,43.0,-14.111111,33.555557,-19.444445,60.66666800000001,0.29078844,-1.9875988999999998
BRICKFACE,75.0,75.0,9,0.0,0.0,2.8333337000000003,4.611112599999999,2.2222223,3.718518,25.962963000000002,23.333334,34.77778,19.777779000000002,-7.888889,26.444445,-18.555555,34.77778,0.42966329999999997,-1.8355997
CEMENT,40.0,35.0,9,0.0,0.0,0.7222225999999999,0.25092337,1.0555546999999998,0.6469281,69.44444,61.77778000000001,85.333336,61.22221999999999,-23.0,47.666668,-24.666666,85.333336,0.2874884,-2.0742002
BRICKFACE,144.0,118.0,9,0.0,0.0,0.5555555999999999,0.38518524,0.66666657,0.4,6.4444447,7.5555553,8.111112,3.6666667,3.3333333,5.0,-8.333333,8.444445,0.5643298000000001,-1.1345428
CEMENT,127.0,118.0,9,0.0,0.0,11.555553999999999,10.22995,0.8333337,0.6912154,34.333332,30.777779,41.666668,30.555555,-10.666667,22.0,-11.333333,41.666668,0.29394883,-2.0776675
GRASS,179.0,150.0,9,0.0,0.0,1.055555,0.1962963,1.7222223,1.6185163,18.925926,13.444445000000002,20.0,23.333334,-16.444445,3.2222223,13.222222,23.333334,0.42442176,2.7916744
GRASS,17.0,229.0,9,0.0,0.0,2.1111114,1.9851303,2.4444447,1.6147468999999999,13.703704,11.222222,11.111111,18.777779000000002,-7.4444447,-7.777777700000001,15.222222,18.777779000000002,0.43985240000000003,2.0999044999999996
CEMENT,75.0,65.0,9,0.0,0.0,2.5,1.1105563999999999,1.5555553,0.9349202,57.74074,50.444443,72.66667,50.11111,-21.88889,44.77778,-22.88889,72.66667,0.31478265,-2.0776470000000002
PATH,145.0,185.0,9,0.11111111,0.0,2.7777767000000004,2.2574970000000003,2.2222214,1.9512575,56.25926,49.88889,69.88889,49.0,-19.11111,40.88889,-21.777779000000002,69.88889,0.30228263,-2.0510557
FOLIAGE,9.0,80.0,9,0.0,0.0,2.9444444,13.751853,16.666666,71.5111,23.62963,17.333334,31.666665999999996,21.88889,-18.88889,24.11111,-5.222222299999999,31.666665999999996,0.5142537,-2.4315135
CEMENT,91.0,64.0,9,0.0,0.0,0.94444466,0.71232474,1.0555558999999999,1.0201671,62.0,53.66666800000001,78.111115,54.22221999999999,-25.0,48.333332,-23.333334,78.111115,0.31425992,-2.1180868
PATH,142.0,163.0,9,0.0,0.0,1.4999993999999999,0.87777835,17.666666,3.2444987000000003,40.444443,35.0,48.555557,37.77778,-16.333334,24.333334,-8.0,48.555557,0.2689782,-2.3927407000000005
GRASS,75.0,240.0,9,0.0,0.0,2.4444444,1.9512578,2.1111114,1.3608272,21.148148000000003,17.0,17.88889,28.555555,-12.444445,-9.777778,22.222220999999998,28.555555,0.41721755,2.1755218999999997
CEMENT,136.0,129.0,9,0.11111111,0.0,1.9444447,3.0851877,1.9999996,3.1555579,24.703703,19.11111,34.88889,20.11111,-16.777779000000002,30.555555,-13.777778,34.88889,0.44974732,-2.1610465
PATH,236.0,193.0,9,0.0,0.0,2.6666653,1.6865476000000001,4.0555553,3.2756124,49.11111,43.333332,61.22221999999999,42.77778,-17.333334,36.333332,-19.0,61.22221999999999,0.30314395,-2.0654206000000004
WINDOW,77.0,135.0,9,0.0,0.0,0.22222221,0.029629624,0.22222221,0.029629624,0.7777778000000001,0.0,2.3333334999999997,0.0,-2.3333333,4.6666665,-2.3333333,2.3333334999999997,1.0,-2.0943952
BRICKFACE,71.0,113.0,9,0.0,0.0,0.7222221,0.24074072,0.7222221,0.1518519,5.4814815999999995,7.111111,6.3333335,3.0,4.888889,2.5555556,-7.4444447,7.111111,0.58002645,-0.8512021000000001
BRICKFACE,69.0,81.0,9,0.0,0.0,1.833333,2.2111096000000003,1.8333334,1.0111104,19.851851999999997,20.333334,24.666666,14.555554999999998,1.4444443999999999,14.444445000000002,-15.888889,24.666666,0.41030994,-1.472378
SKY,125.0,46.0,9,0.11111111,0.0,0.61110944,0.61161584,2.166668,0.7817352,124.55556000000001,112.77778,141.0,119.88888500000002,-35.333332,49.333332,-14.0,141.0,0.20012376,-2.357688
CEMENT,58.0,48.0,9,0.0,0.0,2.277778,0.250925,0.27777734,0.25092447,40.851852,35.444447,52.44444300000001,34.666668,-16.222220999999998,34.77778,-18.555555,52.44444300000001,0.33911672,-2.0487316000000004
WINDOW,253.0,150.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PATH,168.0,187.0,9,0.0,0.0,3.5,2.1679482000000005,2.8333333,1.602082,58.0,52.55555699999999,71.44444,50.0,-16.333334,40.333332,-24.0,71.44444,0.29964966,-1.9666711
FOLIAGE,4.0,96.0,9,0.0,0.0,2.222222,2.9629638,1.5555555,2.2518516,3.5555556000000004,0.8888889000000001,7.777777700000001,2.0,-8.0,12.666667,-4.6666665,7.777777700000001,0.91006523,-2.2444818
BRICKFACE,17.0,64.0,9,0.0,0.0,1.4444443,1.3629619,1.6666664,1.4222221000000002,18.88889,17.555555,25.11111,14.0,-4.0,18.666666,-14.666667000000002,25.11111,0.44109204,-1.7555053
CEMENT,197.0,121.0,9,0.0,0.0,21.666666,17.3628,0.94444436,0.9047208000000001,41.037037,37.444443,49.444443,36.22222,-10.777778,25.222220999999998,-14.444445000000002,49.444443,0.28057775,-1.9955361
CEMENT,142.0,140.0,9,0.0,0.0,4.222222299999999,1.2938595,1.5,0.7226494000000001,26.444445,23.444445,32.333335999999996,23.555555,-9.0,17.666666,-8.666667,32.333335999999996,0.2850997,-2.1004875
GRASS,103.0,174.0,9,0.11111111,0.0,1.4444447,1.1674601999999998,1.6666666,1.2649112,23.185184,20.666667999999998,19.88889,29.0,-7.5555553,-9.888889,17.444445,29.0,0.32797024,2.0336978
FOLIAGE,118.0,109.0,9,0.0,0.11111111,3.5555553,2.6555324000000002,3.9999992999999994,3.0840094,13.296296,7.0,22.333334,10.555555,-18.88889,27.111109999999996,-8.222222,22.333334,0.694627,-2.3440928
BRICKFACE,27.0,68.0,9,0.0,0.0,1.388889,1.4851855,1.7777777,5.0962973,21.592592,20.444445,28.444445,15.888889,-3.4444443999999996,20.555555,-17.11111,28.444445,0.440354,-1.7003236000000002
SKY,104.0,41.0,9,0.0,0.0,0.3888893,0.32773066,0.8333333,0.58689624,112.11111499999998,99.0,129.33334,108.0,-39.333332,51.666668,-12.333333,129.33334,0.23449263,-2.4045534
SKY,122.0,11.0,9,0.0,0.0,1.0,0.31111577,2.8888905,5.051851999999999,143.44444,136.88889,150.88889,142.55556,-19.666666,22.333334,-2.6666667,150.88889,0.09277301,-2.5216477000000004
PATH,214.0,161.0,9,0.0,0.0,3.7222223,0.72963357,11.5,18.922234,40.444443,35.333335999999996,49.666668,36.333335999999996,-15.333332999999998,27.666665999999996,-12.333333,49.666668,0.29805613,-2.1989389999999998
GRASS,42.0,200.0,9,0.0,0.0,0.5555555,0.42962959999999994,0.44444433,0.25185174,7.703703999999999,5.777777700000001,5.888889,11.444445,-5.777777700000001,-5.4444447,11.222222,11.444445,0.5153199,2.1072599999999997
CEMENT,156.0,49.0,9,0.0,0.0,1.0555546999999998,0.57413435,1.2222208,0.54433155,38.037037,35.666668,44.11111,34.333335999999996,-7.111111,18.222220999999998,-11.111111,44.11111,0.22118697,-1.949745
FOLIAGE,26.0,120.0,9,0.0,0.0,0.77777773,1.2740741000000002,0.8333333,1.0555556000000001,1.3333334,0.11111111,3.3333333,0.5555555999999999,-3.6666667,6.0,-2.3333333,3.3333333,0.9841270000000001,-2.1787686
WINDOW,215.0,89.0,9,0.22222222,0.0,1.888889,1.5869839,2.3333328,1.7256241,18.037036999999998,14.444445000000002,25.11111,14.555554999999998,-10.777778,21.222220999999998,-10.444445,25.11111,0.43137968,-2.1022950000000002
FOLIAGE,20.0,117.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEMENT,202.0,21.0,9,0.0,0.0,0.33333334,0.36514834,5.222221,2.613357,40.74074,37.11111,49.333332,35.77778,-10.888889,25.777779000000002,-14.888889,49.333332,0.2745188,-1.9908056
PATH,112.0,197.0,9,0.0,0.0,4.2222233000000005,2.9938211,4.9444447,3.1227946,50.333332,44.666668,62.22221999999999,44.11111,-17.0,35.666668,-18.666666,62.22221999999999,0.29632849,-2.0712208999999997
